time,FGOALS-F3-L,NORESM2-MM,EC-EARTH3-VEG,ACCESS-CM2,INM-CM5-0,CESM2,TAIESM1,MPI-ESM1-2-HR,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4,CMCC-CM2-SR5,ACCESS-ESM1-5,MRI-ESM2-0,IPSL-CM6A-LR,EC-EARTH3,CANESM5,CESM2-WACCM,INM-CM4-8
2073.0,1157031100000.0,1128234700000.0,1129192000000.0,894098100000.0,1137691300000.0,887317460000.0,805945800000.0,1284187100000.0,1447542800000.0,915846200000.0,1420758900000.0,1016156700000.0,876544660000.0,994571300000.0,877346160000.0,913175700000.0,413795940000.0,1051102350000.0,1324398300000.0
2074.0,1119626600000.0,1100554400000.0,1098396660000.0,859376800000.0,1106699000000.0,859618800000.0,776366300000.0,1256920000000.0,1428389000000.0,880119700000.0,1397859000000.0,982445060000.0,846753900000.0,968379330000.0,845338250000.0,880652300000.0,392513780000.0,1015157900000.0,1287651200000.0
2075.0,1074347500000.0,1065010300000.0,1049352400000.0,829695700000.0,1080454940000.0,831100800000.0,748436200000.0,1213889900000.0,1406788200000.0,832239760000.0,1376263100000.0,939610200000.0,813571240000.0,940883050000.0,813175300000.0,846510900000.0,367305000000.0,980110300000.0,1249046400000.0
2076.0,1037794150000.0,1035143200000.0,1016951340000.0,795367050000.0,1052188200000.0,801307800000.0,718825000000.0,1173695200000.0,1375929100000.0,791090360000.0,1350511200000.0,900350150000.0,775008350000.0,907264070000.0,778456200000.0,821439560000.0,346090640000.0,948996600000.0,1212454900000.0
2077.0,1006562250000.0,1004183160000.0,982423100000.0,766053800000.0,1023669200000.0,775387300000.0,687332850000.0,1140533400000.0,1346477900000.0,752530300000.0,1324965200000.0,861628140000.0,744416350000.0,884972800000.0,746788500000.0,793131200000.0,327095060000.0,917715400000.0,1189957900000.0
2078.0,976761900000.0,977552900000.0,952199200000.0,736471400000.0,996685450000.0,752479760000.0,662238800000.0,1103739600000.0,1308272200000.0,720246900000.0,1299745000000.0,820297900000.0,719575100000.0,855552900000.0,717767440000.0,765958600000.0,312791400000.0,881593600000.0,1167447000000.0
2079.0,948134300000.0,947268200000.0,918302360000.0,706645000000.0,964162700000.0,723629970000.0,640744200000.0,1069961300000.0,1285270400000.0,694879060000.0,1265609500000.0,789414900000.0,688113300000.0,824312000000.0,685600340000.0,733488200000.0,295986040000.0,851780760000.0,1141176000000.0
2080.0,906067640000.0,916754460000.0,890257340000.0,680183100000.0,939544700000.0,703187650000.0,616185200000.0,1030226600000.0,1267928400000.0,659493000000.0,1232377700000.0,757058300000.0,657537600000.0,799037200000.0,653408800000.0,707027340000.0,280227150000.0,824351400000.0,1110586300000.0
2081.0,870352900000.0,893054160000.0,851733250000.0,647222850000.0,909946260000.0,677979800000.0,588876500000.0,1000776800000.0,1243109900000.0,629170040000.0,1203144000000.0,719537600000.0,632183500000.0,774875600000.0,624147100000.0,677466540000.0,269948880000.0,803076800000.0,1086198800000.0
2082.0,836800900000.0,865920750000.0,810860700000.0,619038440000.0,887157560000.0,658525500000.0,570303300000.0,968672740000.0,1213555300000.0,598420500000.0,1171618300000.0,688637350000.0,608250000000.0,750450000000.0,591185600000.0,646982500000.0,258070070000.0,768682000000.0,1059299600000.0
